ccaa_code,ccaa_name,Edad,Periodo,Sexo,prob_mortalidad
14,"Murcia, Región de",5,1995,Hombres,0.000110719
13,"Madrid, Comunidad de",5,2021,Mujeres,0.000110745
14,"Murcia, Región de",10,2022,Mujeres,0.000110813
16,País Vasco,20,2013,Mujeres,0.000110871
11,Extremadura,5,2010,Hombres,0.00011095199999999999
09,Cataluña,1,2005,Mujeres,0.000111093
11,Extremadura,10,2022,Hombres,0.000111151
09,Cataluña,5,2015,Hombres,0.000111271
07,Castilla y León,5,2014,Hombres,0.000111318
09,Cataluña,10,2011,Mujeres,0.00011132400000000001
12,Galicia,10,2017,Mujeres,0.00011133800000000001
11,Extremadura,25,2021,Mujeres,0.00011133800000000001
11,Extremadura,10,2008,Mujeres,0.000111428
05,Canarias,10,2022,Hombres,0.000111547
10,Comunitat Valenciana,1,2021,Hombres,0.000111588
17,"Rioja, La",30,2018,Mujeres,0.000111591
06,Cantabria,1,2019,Hombres,0.000111691
01,Andalucía,10,2019,Hombres,0.000111693
01,Andalucía,10,2021,Hombres,0.00011175200000000001
15,"Navarra, Comunidad Foral de",30,2022,Mujeres,0.00011197
02,Aragón,5,1993,Mujeres,0.000112038
14,"Murcia, Región de",5,2001,Hombres,0.000112104
13,"Madrid, Comunidad de",10,1995,Mujeres,0.000112123
02,Aragón,30,2023,Mujeres,0.000112165
01,Andalucía,5,2013,Hombres,0.00011220800000000001
08,Castilla - La Mancha,20,2006,Mujeres,0.000112211
01,Andalucía,5,1997,Hombres,0.000112285
09,Cataluña,10,2006,Mujeres,0.000112444
06,Cantabria,1,2004,Mujeres,0.00011253299999999999
13,"Madrid, Comunidad de",5,1995,Hombres,0.000112559
02,Aragón,10,2022,Hombres,0.00011264100000000001
14,"Murcia, Región de",5,2019,Hombres,0.000112712
16,País Vasco,1,2012,Hombres,0.000112834
03,"Asturias, Principado de",10,2013,Mujeres,0.000112849
09,Cataluña,1,2019,Hombres,0.00011287999999999999
07,Castilla y León,5,2011,Hombres,0.000112957
14,"Murcia, Región de",1,2012,Mujeres,0.000112973
09,Cataluña,5,1995,Mujeres,0.000112986
01,Andalucía,5,1999,Mujeres,0.00011298900000000001
01,Andalucía,15,2016,Mujeres,0.000113021
01,Andalucía,15,2013,Mujeres,0.000113083
15,"Navarra, Comunidad Foral de",5,2019,Mujeres,0.000113285
02,Aragón,5,1995,Hombres,0.000113396
06,Cantabria,1,2018,Hombres,0.000113402
11,Extremadura,5,2017,Hombres,0.000113486
05,Canarias,1,2015,Hombres,0.000113681
06,Cantabria,10,1996,Hombres,0.00011373600000000001
14,"Murcia, Región de",10,2001,Mujeres,0.000113757
15,"Navarra, Comunidad Foral de",25,2014,Mujeres,0.00011377900000000001
15,"Navarra, Comunidad Foral de",5,2021,Hombres,0.000113789
09,Cataluña,10,1996,Mujeres,0.000113832
08,Castilla - La Mancha,10,2002,Hombres,0.00011384
12,Galicia,20,2019,Mujeres,0.00011385099999999999
02,Aragón,5,2004,Hombres,0.000113878
11,Extremadura,15,2019,Mujeres,0.00011388
11,Extremadura,20,2006,Mujeres,0.000113941
03,"Asturias, Principado de",5,2007,Mujeres,0.000113982
05,Canarias,5,2013,Mujeres,0.000114
03,"Asturias, Principado de",10,2008,Mujeres,0.000114012
05,Canarias,5,2002,Mujeres,0.000114015
15,"Navarra, Comunidad Foral de",15,2021,Mujeres,0.000114068
07,Castilla y León,5,2010,Hombres,0.000114158
12,Galicia,10,2000,Mujeres,0.000114246
10,Comunitat Valenciana,15,2016,Mujeres,0.000114305
05,Canarias,10,2015,Mujeres,0.000114401
11,Extremadura,1,2017,Mujeres,0.00011440799999999999
03,"Asturias, Principado de",5,2005,Hombres,0.000114454
14,"Murcia, Región de",10,2019,Mujeres,0.000114497
16,País Vasco,10,2009,Hombres,0.000114512
17,"Rioja, La",5,2014,Hombres,0.00011453099999999999
12,Galicia,10,2009,Hombres,0.00011456
08,Castilla - La Mancha,20,2021,Mujeres,0.000114708
02,Aragón,10,2000,Mujeres,0.000114746
11,Extremadura,10,2015,Mujeres,0.00011475399999999999
07,Castilla y León,1,2016,Mujeres,0.00011478399999999999
03,"Asturias, Principado de",10,1998,Mujeres,0.00011483500000000001
15,"Navarra, Comunidad Foral de",20,2021,Mujeres,0.000114843
08,Castilla - La Mancha,1,2012,Mujeres,0.000114859
07,Castilla y León,10,2016,Hombres,0.000114868
13,"Madrid, Comunidad de",1,2006,Mujeres,0.00011491600000000001
08,Castilla - La Mancha,5,2011,Mujeres,0.000114927
11,Extremadura,15,2022,Mujeres,0.00011495900000000001
10,Comunitat Valenciana,10,1996,Mujeres,0.00011502999999999999
13,"Madrid, Comunidad de",10,2004,Hombres,0.00011506299999999999
15,"Navarra, Comunidad Foral de",5,2022,Hombres,0.000115067
15,"Navarra, Comunidad Foral de",15,1999,Mujeres,0.000115109
07,Castilla y León,10,2015,Hombres,0.000115111
15,"Navarra, Comunidad Foral de",5,2013,Hombres,0.000115123
03,"Asturias, Principado de",10,2010,Mujeres,0.00011526
08,Castilla - La Mancha,10,2017,Mujeres,0.000115273
15,"Navarra, Comunidad Foral de",30,2021,Mujeres,0.000115276
07,Castilla y León,10,1996,Mujeres,0.000115294
09,Cataluña,20,2020,Mujeres,0.00011530600000000001
07,Castilla y León,1,2017,Mujeres,0.000115388
13,"Madrid, Comunidad de",15,2015,Hombres,0.000115458
17,"Rioja, La",5,2017,Hombres,0.000115482
14,"Murcia, Región de",5,2016,Mujeres,0.000115494
07,Castilla y León,10,2008,Hombres,0.000115619
11,Extremadura,5,2012,Mujeres,0.000115629
17,"Rioja, La",30,2020,Mujeres,0.000115673
13,"Madrid, Comunidad de",10,2017,Hombres,0.000115673
09,Cataluña,15,2018,Mujeres,0.000115843
07,Castilla y León,15,2022,Mujeres,0.000116111
05,Canarias,10,1994,Mujeres,0.000116234
15,"Navarra, Comunidad Foral de",20,2020,Mujeres,0.00011633300000000001
02,Aragón,5,1997,Hombres,0.00011644200000000001
16,País Vasco,20,2010,Mujeres,0.000116608
05,Canarias,15,2014,Mujeres,0.00011665200000000001
01,Andalucía,5,2009,Hombres,0.00011677899999999999
12,Galicia,15,2017,Mujeres,0.000116804
09,Cataluña,10,2022,Hombres,0.00011683699999999999
10,Comunitat Valenciana,25,2019,Mujeres,0.000116934
10,Comunitat Valenciana,15,2013,Mujeres,0.000117197
10,Comunitat Valenciana,1,2017,Mujeres,0.000117248
08,Castilla - La Mancha,1,2014,Hombres,0.000117278
01,Andalucía,5,2001,Mujeres,0.000117372
15,"Navarra, Comunidad Foral de",25,2015,Mujeres,0.000117429
17,"Rioja, La",20,2011,Mujeres,0.00011744
02,Aragón,5,2001,Hombres,0.000117598
10,Comunitat Valenciana,20,2015,Mujeres,0.000117644
14,"Murcia, Región de",25,2007,Mujeres,0.000117697
05,Canarias,15,2013,Mujeres,0.000117771
05,Canarias,10,2004,Hombres,0.000117772
15,"Navarra, Comunidad Foral de",5,2022,Mujeres,0.000117829
16,País Vasco,15,2021,Mujeres,0.000117852
09,Cataluña,15,2021,Mujeres,0.000117883
04,"Balears, Illes",1,1994,Hombres,0.000117892
04,"Balears, Illes",5,2007,Hombres,0.000117899
11,Extremadura,20,2008,Mujeres,0.000118015
01,Andalucía,10,2000,Mujeres,0.000118023
07,Castilla y León,5,2018,Hombres,0.00011807199999999999
01,Andalucía,10,2012,Hombres,0.00011808299999999999
04,"Balears, Illes",5,2008,Mujeres,0.00011808299999999999
09,Cataluña,15,2013,Mujeres,0.00011808399999999999
12,Galicia,10,2007,Mujeres,0.00011809300000000001
01,Andalucía,1,2016,Mujeres,0.00011815
02,Aragón,20,2005,Mujeres,0.000118158
13,"Madrid, Comunidad de",1,2016,Hombres,0.000118262
12,Galicia,1,2014,Hombres,0.000118317
03,"Asturias, Principado de",5,2003,Hombres,0.00011835099999999999
10,Comunitat Valenciana,10,2007,Mujeres,0.000118365
09,Cataluña,15,2019,Mujeres,0.000118381
11,Extremadura,5,2017,Mujeres,0.000118385
14,"Murcia, Región de",1,2015,Hombres,0.000118398
16,País Vasco,10,2017,Mujeres,0.000118498
05,Canarias,5,2008,Mujeres,0.000118504
10,Comunitat Valenciana,1,2021,Mujeres,0.000118519
02,Aragón,5,2002,Hombres,0.000118549
02,Aragón,5,1995,Mujeres,0.00011855499999999999
17,"Rioja, La",5,2021,Hombres,0.000118558
09,Cataluña,1,2016,Mujeres,0.000118602
15,"Navarra, Comunidad Foral de",15,2019,Mujeres,0.00011869300000000001
02,Aragón,5,2017,Hombres,0.000118724
08,Castilla - La Mancha,10,2004,Mujeres,0.000118725
10,Comunitat Valenciana,10,2009,Hombres,0.00011877
04,"Balears, Illes",30,2023,Mujeres,0.000118842
12,Galicia,10,2008,Mujeres,0.000118849
16,País Vasco,5,1997,Hombres,0.000118868
16,País Vasco,15,2018,Hombres,0.000118934
14,"Murcia, Región de",1,2016,Hombres,0.000119065
09,Cataluña,10,2001,Mujeres,0.000119139
01,Andalucía,10,2010,Mujeres,0.00011914900000000001
17,"Rioja, La",5,2015,Hombres,0.00011918
04,"Balears, Illes",15,2013,Mujeres,0.000119294
16,País Vasco,15,2008,Mujeres,0.00011931600000000001
16,País Vasco,10,2000,Mujeres,0.00011933000000000001
17,"Rioja, La",10,2021,Mujeres,0.000119343
13,"Madrid, Comunidad de",10,1998,Mujeres,0.000119369
09,Cataluña,1,2014,Mujeres,0.000119474
02,Aragón,10,2023,Mujeres,0.000119475
14,"Murcia, Región de",5,2020,Mujeres,0.00011948699999999999
10,Comunitat Valenciana,15,2022,Mujeres,0.000119548
16,País Vasco,5,2005,Mujeres,0.000119578
13,"Madrid, Comunidad de",15,2017,Mujeres,0.000119677
05,Canarias,1,2019,Mujeres,0.000119682
02,Aragón,10,2022,Mujeres,0.000119744
12,Galicia,10,2011,Mujeres,0.000119776
10,Comunitat Valenciana,10,2005,Mujeres,0.000119783
16,País Vasco,1,2011,Mujeres,0.00011982
16,País Vasco,10,2007,Hombres,0.000119849
17,"Rioja, La",5,2016,Hombres,0.000119903
17,"Rioja, La",25,2014,Mujeres,0.000120045
04,"Balears, Illes",10,2007,Hombres,0.00012008
04,"Balears, Illes",15,2023,Hombres,0.000120109
15,"Navarra, Comunidad Foral de",10,2014,Hombres,0.00012012399999999999
11,Extremadura,20,2012,Mujeres,0.000120154
17,"Rioja, La",10,2017,Hombres,0.000120155
10,Comunitat Valenciana,1,2014,Hombres,0.000120227
13,"Madrid, Comunidad de",10,2007,Hombres,0.000120354
14,"Murcia, Región de",1,2015,Mujeres,0.000120384
15,"Navarra, Comunidad Foral de",35,2016,Mujeres,0.00012047800000000001
07,Castilla y León,5,2007,Hombres,0.000120507
08,Castilla - La Mancha,5,2006,Hombres,0.000120542
02,Aragón,1,2013,Mujeres,0.000120614
06,Cantabria,35,2012,Mujeres,0.00012062000000000001
13,"Madrid, Comunidad de",10,2003,Mujeres,0.000120667
02,Aragón,15,2020,Hombres,0.000120712
04,"Balears, Illes",5,2006,Hombres,0.00012079099999999999
04,"Balears, Illes",10,2021,Hombres,0.000120866
08,Castilla - La Mancha,15,2022,Hombres,0.000120909
15,"Navarra, Comunidad Foral de",10,2016,Mujeres,0.000120919
06,Cantabria,1,1996,Mujeres,0.000121013
13,"Madrid, Comunidad de",5,2002,Mujeres,0.00012103500000000001
11,Extremadura,1,1994,Mujeres,0.000121173
08,Castilla - La Mancha,5,1994,Mujeres,0.000121225
10,Comunitat Valenciana,1,2013,Mujeres,0.000121251
13,"Madrid, Comunidad de",25,2021,Mujeres,0.000121295
12,Galicia,1,2022,Mujeres,0.000121319
01,Andalucía,1,2023,Mujeres,0.00012132999999999999
05,Canarias,5,1997,Hombres,0.00012137299999999999
13,"Madrid, Comunidad de",10,2004,Mujeres,0.00012138599999999999
01,Andalucía,5,2008,Mujeres,0.000121413
06,Cantabria,20,2007,Mujeres,0.000121418
08,Castilla - La Mancha,5,2015,Hombres,0.000121446
01,Andalucía,15,2023,Mujeres,0.000121477
03,"Asturias, Principado de",1,2011,Hombres,0.0001215
11,Extremadura,5,2018,Mujeres,0.000121505
04,"Balears, Illes",10,2005,Hombres,0.000121607
15,"Navarra, Comunidad Foral de",5,2010,Hombres,0.000121623
12,Galicia,1,2016,Hombres,0.000121635
01,Andalucía,10,2008,Hombres,0.000121666
03,"Asturias, Principado de",5,2006,Mujeres,0.00012169000000000001
07,Castilla y León,1,2013,Hombres,0.000121793
14,"Murcia, Región de",1,2019,Hombres,0.000121898
16,País Vasco,10,1995,Mujeres,0.000122034
09,Cataluña,15,2016,Mujeres,0.00012211199999999999
12,Galicia,15,2020,Hombres,0.000122163
16,País Vasco,1,2009,Mujeres,0.000122184
13,"Madrid, Comunidad de",5,1998,Mujeres,0.00012220000000000002
05,Canarias,1,2022,Hombres,0.000122305
13,"Madrid, Comunidad de",25,2006,Mujeres,0.00012235500000000002
09,Cataluña,15,2023,Mujeres,0.000122364
12,Galicia,5,1994,Mujeres,0.00012239
08,Castilla - La Mancha,1,2022,Hombres,0.000122426
03,"Asturias, Principado de",5,1992,Mujeres,0.000122493
08,Castilla - La Mancha,5,2007,Mujeres,0.000122517
07,Castilla y León,10,2011,Mujeres,0.000122524
09,Cataluña,5,1993,Mujeres,0.000122529
05,Canarias,1,2018,Mujeres,0.000122553
09,Cataluña,5,2002,Mujeres,0.00012262000000000002
10,Comunitat Valenciana,10,2011,Mujeres,0.000122636
04,"Balears, Illes",10,1995,Mujeres,0.00012263699999999998
03,"Asturias, Principado de",5,2005,Mujeres,0.000122723
01,Andalucía,5,1996,Mujeres,0.000122726
04,"Balears, Illes",20,2007,Mujeres,0.000122775
14,"Murcia, Región de",5,2000,Mujeres,0.000122863
09,Cataluña,10,2003,Mujeres,0.000122987
12,Galicia,5,2019,Hombres,0.000123004
17,"Rioja, La",25,2015,Mujeres,0.00012332400000000001
12,Galicia,5,2001,Hombres,0.000123349
17,"Rioja, La",25,2019,Mujeres,0.000123351
08,Castilla - La Mancha,5,1995,Mujeres,0.000123408
03,"Asturias, Principado de",5,2000,Mujeres,0.00012352
13,"Madrid, Comunidad de",15,2019,Mujeres,0.000123524
04,"Balears, Illes",1,2012,Hombres,0.000123526
09,Cataluña,15,2006,Mujeres,0.000123586
03,"Asturias, Principado de",25,2014,Mujeres,0.000123624
10,Comunitat Valenciana,25,2018,Mujeres,0.00012362700000000001
09,Cataluña,1,2021,Hombres,0.000123683
07,Castilla y León,1,2020,Hombres,0.00012370100000000001
08,Castilla - La Mancha,5,2005,Hombres,0.000123731
05,Canarias,1,2007,Mujeres,0.000123732
07,Castilla y León,10,2001,Hombres,0.000123766
09,Cataluña,10,1998,Mujeres,0.000123839
03,"Asturias, Principado de",5,1994,Hombres,0.00012387
17,"Rioja, La",30,2021,Hombres,0.00012387299999999998
17,"Rioja, La",15,2003,Hombres,0.000123902
14,"Murcia, Región de",5,2022,Mujeres,0.000123927
15,"Navarra, Comunidad Foral de",15,2015,Hombres,0.000124015
01,Andalucía,1,2013,Mujeres,0.000124071
09,Cataluña,1,2018,Mujeres,0.00012412099999999999
14,"Murcia, Región de",10,2021,Hombres,0.000124142
04,"Balears, Illes",10,2004,Hombres,0.000124155
02,Aragón,5,2002,Mujeres,0.000124156
13,"Madrid, Comunidad de",1,2020,Hombres,0.00012422
15,"Navarra, Comunidad Foral de",20,2007,Mujeres,0.000124221
17,"Rioja, La",5,2013,Mujeres,0.000124318
14,"Murcia, Región de",1,2014,Mujeres,0.000124368
09,Cataluña,5,2001,Mujeres,0.00012447
01,Andalucía,10,2011,Hombres,0.000124518
04,"Balears, Illes",5,2005,Hombres,0.000124523
07,Castilla y León,1,2009,Mujeres,0.000124558
08,Castilla - La Mancha,30,2015,Mujeres,0.00012458
03,"Asturias, Principado de",15,2004,Mujeres,0.000124605
03,"Asturias, Principado de",5,2002,Mujeres,0.000124734
09,Cataluña,10,2014,Hombres,0.000124758
08,Castilla - La Mancha,20,1997,Mujeres,0.000124795
14,"Murcia, Región de",15,2018,Mujeres,0.000124807
03,"Asturias, Principado de",1,2012,Mujeres,0.000124865
10,Comunitat Valenciana,10,2022,Hombres,0.000124893
07,Castilla y León,1,2013,Mujeres,0.000124996
14,"Murcia, Región de",5,2007,Hombres,0.000125012
11,Extremadura,5,1995,Mujeres,0.00012503900000000002
04,"Balears, Illes",1,2000,Mujeres,0.00012514900000000002
14,"Murcia, Región de",10,2019,Hombres,0.000125193
16,País Vasco,10,2019,Hombres,0.00012520999999999998
10,Comunitat Valenciana,1,2016,Mujeres,0.000125218
08,Castilla - La Mancha,15,2023,Mujeres,0.000125237
05,Canarias,5,2006,Hombres,0.000125248
11,Extremadura,10,2003,Mujeres,0.000125506
12,Galicia,10,2016,Hombres,0.000125529
02,Aragón,1,2016,Hombres,0.00012555
17,"Rioja, La",10,2016,Mujeres,0.00012562699999999998
09,Cataluña,20,2016,Mujeres,0.00012572
09,Cataluña,1,2010,Mujeres,0.00012572900000000002
13,"Madrid, Comunidad de",1,2014,Mujeres,0.000125809
17,"Rioja, La",5,2022,Hombres,0.000125824
01,Andalucía,5,2011,Hombres,0.00012582499999999998
12,Galicia,5,2005,Mujeres,0.000125838
09,Cataluña,5,2009,Mujeres,0.000125966
12,Galicia,1,2022,Hombres,0.00012598999999999998
08,Castilla - La Mancha,25,2011,Mujeres,0.000126036
06,Cantabria,1,1998,Hombres,0.00012605
04,"Balears, Illes",10,2008,Mujeres,0.000126276
10,Comunitat Valenciana,5,2002,Mujeres,0.00012632099999999999
11,Extremadura,10,2001,Mujeres,0.00012672
17,"Rioja, La",5,2011,Hombres,0.00012673
08,Castilla - La Mancha,1,2017,Hombres,0.000126745
09,Cataluña,5,2003,Hombres,0.000126806
05,Canarias,10,1992,Mujeres,0.00012691
04,"Balears, Illes",5,2016,Hombres,0.000126999
08,Castilla - La Mancha,10,2016,Hombres,0.00012701200000000002
08,Castilla - La Mancha,5,1999,Mujeres,0.000127129
14,"Murcia, Región de",15,2003,Mujeres,0.0001272
08,Castilla - La Mancha,15,2019,Hombres,0.00012720300000000002
17,"Rioja, La",20,2013,Hombres,0.000127226
16,País Vasco,5,2014,Hombres,0.00012725
17,"Rioja, La",5,2014,Mujeres,0.000127255
17,"Rioja, La",15,2009,Hombres,0.000127343
08,Castilla - La Mancha,15,2005,Mujeres,0.000127396
05,Canarias,1,2005,Mujeres,0.00012740499999999998
14,"Murcia, Región de",10,2008,Hombres,0.000127435
02,Aragón,10,2019,Mujeres,0.00012745400000000002
10,Comunitat Valenciana,1,2020,Mujeres,0.000127485
10,Comunitat Valenciana,5,2011,Hombres,0.000127498
10,Comunitat Valenciana,5,1993,Mujeres,0.000127501
07,Castilla y León,5,2022,Hombres,0.00012757
08,Castilla - La Mancha,5,2009,Hombres,0.000127595
12,Galicia,15,2007,Mujeres,0.00012767800000000002
01,Andalucía,15,2022,Mujeres,0.00012767800000000002
08,Castilla - La Mancha,15,2009,Mujeres,0.00012768599999999998
09,Cataluña,15,2011,Mujeres,0.000127724
05,Canarias,15,2006,Mujeres,0.00012773
03,"Asturias, Principado de",1,2011,Mujeres,0.000127803
12,Galicia,10,2013,Hombres,0.000127833
16,País Vasco,1,2023,Hombres,0.00012787499999999998
04,"Balears, Illes",10,2005,Mujeres,0.000127912
02,Aragón,1,2007,Mujeres,0.000127938
05,Canarias,5,2009,Hombres,0.000128011
17,"Rioja, La",30,2023,Mujeres,0.00012803899999999998
08,Castilla - La Mancha,5,2014,Mujeres,0.000128094
16,País Vasco,1,2000,Mujeres,0.00012809699999999998
11,Extremadura,1,2020,Mujeres,0.00012812
08,Castilla - La Mancha,15,2006,Mujeres,0.000128135
09,Cataluña,1,2020,Hombres,0.000128374
02,Aragón,1,2019,Hombres,0.000128412
11,Extremadura,5,2023,Hombres,0.00012846
10,Comunitat Valenciana,20,2016,Mujeres,0.000128554
07,Castilla y León,5,2002,Hombres,0.00012864000000000002
02,Aragón,10,1993,Hombres,0.00012880700000000002
02,Aragón,5,2009,Hombres,0.000128808
02,Aragón,10,1994,Mujeres,0.00012881
17,"Rioja, La",25,2022,Hombres,0.00012882399999999998
17,"Rioja, La",15,2007,Mujeres,0.00012888
02,Aragón,10,1996,Hombres,0.000129021
04,"Balears, Illes",10,2018,Hombres,0.000129033
05,Canarias,15,2020,Mujeres,0.0001291
17,"Rioja, La",25,2018,Hombres,0.000129246
16,País Vasco,10,1999,Mujeres,0.00012926099999999998
11,Extremadura,15,2009,Mujeres,0.000129282
11,Extremadura,10,2004,Mujeres,0.00012931500000000002
07,Castilla y León,10,1995,Mujeres,0.000129371
12,Galicia,10,2005,Mujeres,0.000129395
14,"Murcia, Región de",15,2017,Mujeres,0.000129458
14,"Murcia, Región de",15,2012,Mujeres,0.000129494
15,"Navarra, Comunidad Foral de",25,2017,Mujeres,0.000129498
10,Comunitat Valenciana,10,2000,Mujeres,0.000129518
07,Castilla y León,10,2020,Hombres,0.000129533
16,País Vasco,1,2005,Hombres,0.000129549
08,Castilla - La Mancha,5,2005,Mujeres,0.00012956599999999999
13,"Madrid, Comunidad de",5,2022,Hombres,0.00012958700000000002
09,Cataluña,20,2019,Mujeres,0.000129713
09,Cataluña,5,1997,Hombres,0.00012975400000000002
16,País Vasco,15,2020,Hombres,0.00012982
10,Comunitat Valenciana,20,2017,Mujeres,0.00012987199999999998
01,Andalucía,10,2006,Hombres,0.000129909
01,Andalucía,10,1993,Mujeres,0.000129966
17,"Rioja, La",25,2023,Mujeres,0.000129979
08,Castilla - La Mancha,15,2018,Hombres,0.000130023
08,Castilla - La Mancha,25,2012,Mujeres,0.000130077
06,Cantabria,25,2014,Mujeres,0.00013011900000000002
03,"Asturias, Principado de",10,2000,Hombres,0.00013014300000000002
05,Canarias,5,2001,Hombres,0.000130221
14,"Murcia, Región de",20,2015,Mujeres,0.000130264
05,Canarias,25,2011,Mujeres,0.000130374
05,Canarias,15,2018,Mujeres,0.00013045
04,"Balears, Illes",1,2006,Hombres,0.000130515
14,"Murcia, Región de",10,2010,Mujeres,0.000130529
12,Galicia,10,2002,Hombres,0.000130543
05,Canarias,10,2011,Hombres,0.000130559
02,Aragón,10,1996,Mujeres,0.000130624
10,Comunitat Valenciana,5,2013,Hombres,0.00013067599999999998
09,Cataluña,5,1997,Mujeres,0.000130718
02,Aragón,15,2007,Mujeres,0.000130724
07,Castilla y León,5,2002,Mujeres,0.000130787
12,Galicia,1,2019,Hombres,0.000130839
14,"Murcia, Región de",15,2023,Mujeres,0.000130878
02,Aragón,20,2019,Mujeres,0.000130953
12,Galicia,10,2010,Hombres,0.000130994
15,"Navarra, Comunidad Foral de",15,2012,Hombres,0.00013100700000000001
04,"Balears, Illes",5,2011,Hombres,0.000131048
11,Extremadura,30,2019,Mujeres,0.000131092
15,"Navarra, Comunidad Foral de",5,2008,Mujeres,0.000131127
07,Castilla y León,1,2006,Mujeres,0.000131156
17,"Rioja, La",20,2014,Mujeres,0.00013117699999999998
01,Andalucía,15,2017,Mujeres,0.000131187
12,Galicia,25,2021,Mujeres,0.000131191
05,Canarias,20,2013,Mujeres,0.000131194
07,Castilla y León,5,2015,Hombres,0.000131214
08,Castilla - La Mancha,15,2014,Hombres,0.000131228
07,Castilla y León,1,2004,Hombres,0.00013127900000000001
12,Galicia,20,2020,Mujeres,0.000131418
14,"Murcia, Región de",10,2009,Mujeres,0.00013147
04,"Balears, Illes",15,2020,Hombres,0.000131486
03,"Asturias, Principado de",30,2020,Mujeres,0.000131581
13,"Madrid, Comunidad de",25,2016,Mujeres,0.000131602
10,Comunitat Valenciana,25,2015,Mujeres,0.00013164400000000002
13,"Madrid, Comunidad de",10,2009,Hombres,0.000131656
09,Cataluña,10,2005,Hombres,0.000131714
04,"Balears, Illes",20,2012,Mujeres,0.00013178000000000002
13,"Madrid, Comunidad de",1,2010,Mujeres,0.000131781
16,País Vasco,15,2005,Mujeres,0.00013178599999999997
04,"Balears, Illes",1,2015,Hombres,0.000131854
16,País Vasco,15,2014,Hombres,0.000131895
14,"Murcia, Región de",1,2004,Mujeres,0.000131943
17,"Rioja, La",10,2015,Mujeres,0.000132013
17,"Rioja, La",20,2022,Mujeres,0.000132055
16,País Vasco,10,2001,Hombres,0.00013205900000000002
05,Canarias,5,2021,Hombres,0.000132125
16,País Vasco,1,2015,Mujeres,0.000132182
17,"Rioja, La",25,2022,Mujeres,0.00013223
03,"Asturias, Principado de",1,2008,Mujeres,0.000132248
17,"Rioja, La",5,2019,Hombres,0.00013228
07,Castilla y León,15,2020,Hombres,0.00013231999999999998
16,País Vasco,5,2012,Hombres,0.000132335
17,"Rioja, La",10,2013,Hombres,0.000132337
17,"Rioja, La",10,2014,Hombres,0.000132349
09,Cataluña,15,2017,Mujeres,0.000132413
12,Galicia,15,2019,Mujeres,0.00013247200000000002
09,Cataluña,15,2008,Mujeres,0.000132501
15,"Navarra, Comunidad Foral de",10,1994,Mujeres,0.000132516
13,"Madrid, Comunidad de",5,1994,Mujeres,0.000132557
02,Aragón,5,2010,Mujeres,0.00013267200000000002
17,"Rioja, La",5,2010,Hombres,0.000132828
06,Cantabria,25,2003,Mujeres,0.000132909
04,"Balears, Illes",1,2017,Hombres,0.000133023
12,Galicia,5,2007,Hombres,0.00013306699999999998
05,Canarias,5,2000,Mujeres,0.000133077
16,País Vasco,20,2017,Mujeres,0.000133198
14,"Murcia, Región de",15,2013,Mujeres,0.00013320499999999998
04,"Balears, Illes",5,1999,Hombres,0.00013322899999999998
13,"Madrid, Comunidad de",5,2007,Hombres,0.000133241
13,"Madrid, Comunidad de",5,2000,Hombres,0.00013333
16,País Vasco,25,2005,Mujeres,0.00013333300000000002
05,Canarias,15,2017,Mujeres,0.000133374
05,Canarias,5,2004,Mujeres,0.000133413
07,Castilla y León,5,1996,Mujeres,0.000133437
09,Cataluña,15,2007,Mujeres,0.000133462
14,"Murcia, Región de",5,2005,Hombres,0.000133608
04,"Balears, Illes",1,2008,Mujeres,0.00013361999999999998
10,Comunitat Valenciana,10,2001,Mujeres,0.000133631
10,Comunitat Valenciana,10,1992,Mujeres,0.00013364
13,"Madrid, Comunidad de",1,2009,Mujeres,0.000133644
13,"Madrid, Comunidad de",5,2001,Hombres,0.000133652
05,Canarias,5,2012,Mujeres,0.000133681
08,Castilla - La Mancha,20,2016,Mujeres,0.000133902
02,Aragón,1,2018,Mujeres,0.000134031
03,"Asturias, Principado de",20,2007,Mujeres,0.000134103
07,Castilla y León,25,2020,Mujeres,0.000134136
04,"Balears, Illes",1,2005,Hombres,0.00013414799999999998
02,Aragón,20,2018,Mujeres,0.00013417100000000001
10,Comunitat Valenciana,15,2009,Mujeres,0.000134177
14,"Murcia, Región de",10,2008,Mujeres,0.000134187
08,Castilla - La Mancha,1,2004,Hombres,0.00013419200000000002
16,País Vasco,20,2006,Mujeres,0.00013429
12,Galicia,25,2012,Mujeres,0.000134326
10,Comunitat Valenciana,1,2011,Mujeres,0.000134415
10,Comunitat Valenciana,15,2020,Mujeres,0.00013444300000000001
07,Castilla y León,10,2014,Hombres,0.000134522
01,Andalucía,15,2010,Mujeres,0.000134564
16,País Vasco,5,2011,Hombres,0.00013457900000000001
15,"Navarra, Comunidad Foral de",15,2014,Mujeres,0.000134584
02,Aragón,15,2018,Mujeres,0.00013461799999999998
04,"Balears, Illes",10,1997,Mujeres,0.00013463600000000002
13,"Madrid, Comunidad de",1,2017,Hombres,0.00013463600000000002
08,Castilla - La Mancha,5,2010,Mujeres,0.00013467499999999998
01,Andalucía,10,1996,Mujeres,0.00013467499999999998
13,"Madrid, Comunidad de",1,2000,Mujeres,0.00013477700000000001
01,Andalucía,10,2022,Hombres,0.00013482
17,"Rioja, La",25,2021,Mujeres,0.000134877
13,"Madrid, Comunidad de",15,2018,Mujeres,0.000134929
