Sexo	Comunidades y Ciudades Autónomas	Nivel de formación alcanzado	Periodo	Total
Ambos sexos	05 Canarias	Educación superior	2018T1	24,5
Ambos sexos	05 Canarias	Educación superior	2017T4	24,8
Ambos sexos	05 Canarias	Educación superior	2017T3	24,9
Ambos sexos	05 Canarias	Educación superior	2017T2	24,6
Ambos sexos	05 Canarias	Educación superior	2017T1	23,8
Ambos sexos	05 Canarias	Educación superior	2016T4	24
Ambos sexos	05 Canarias	Educación superior	2016T3	24,7
Ambos sexos	05 Canarias	Educación superior	2016T2	24,5
Ambos sexos	05 Canarias	Educación superior	2016T1	23,6
Ambos sexos	05 Canarias	Educación superior	2015T4	22,7
Ambos sexos	05 Canarias	Educación superior	2015T3	22,8
Ambos sexos	05 Canarias	Educación superior	2015T2	21,1
Ambos sexos	05 Canarias	Educación superior	2015T1	21,1
Ambos sexos	05 Canarias	Educación superior	2014T4	22,1
Ambos sexos	05 Canarias	Educación superior	2014T3	21,8
Ambos sexos	05 Canarias	Educación superior	2014T2	22,3
Ambos sexos	05 Canarias	Educación superior	2014T1	22,4
Ambos sexos	06 Cantabria	Total	2025T1	100
Ambos sexos	06 Cantabria	Total	2024T4	100
Ambos sexos	06 Cantabria	Total	2024T3	100
Ambos sexos	06 Cantabria	Total	2024T2	100
Ambos sexos	06 Cantabria	Total	2024T1	100
Ambos sexos	06 Cantabria	Total	2023T4	100
Ambos sexos	06 Cantabria	Total	2023T3	100
Ambos sexos	06 Cantabria	Total	2023T2	100
Ambos sexos	06 Cantabria	Total	2023T1	100
Ambos sexos	06 Cantabria	Total	2022T4	100
Ambos sexos	06 Cantabria	Total	2022T3	100
Ambos sexos	06 Cantabria	Total	2022T2	100
Ambos sexos	06 Cantabria	Total	2022T1	100
Ambos sexos	06 Cantabria	Total	2021T4	100
Ambos sexos	06 Cantabria	Total	2021T3	100
Ambos sexos	06 Cantabria	Total	2021T2	100
Ambos sexos	06 Cantabria	Total	2021T1	100
Ambos sexos	06 Cantabria	Total	2020T4	100
Ambos sexos	06 Cantabria	Total	2020T3	100
Ambos sexos	06 Cantabria	Total	2020T2	100
Ambos sexos	06 Cantabria	Total	2020T1	100
Ambos sexos	06 Cantabria	Total	2019T4	100
Ambos sexos	06 Cantabria	Total	2019T3	100
Ambos sexos	06 Cantabria	Total	2019T2	100
Ambos sexos	06 Cantabria	Total	2019T1	100
Ambos sexos	06 Cantabria	Total	2018T4	100
Ambos sexos	06 Cantabria	Total	2018T3	100
Ambos sexos	06 Cantabria	Total	2018T2	100
Ambos sexos	06 Cantabria	Total	2018T1	100
Ambos sexos	06 Cantabria	Total	2017T4	100
Ambos sexos	06 Cantabria	Total	2017T3	100
Ambos sexos	06 Cantabria	Total	2017T2	100
Ambos sexos	06 Cantabria	Total	2017T1	100
Ambos sexos	06 Cantabria	Total	2016T4	100
Ambos sexos	06 Cantabria	Total	2016T3	100
Ambos sexos	06 Cantabria	Total	2016T2	100
Ambos sexos	06 Cantabria	Total	2016T1	100
Ambos sexos	06 Cantabria	Total	2015T4	100
Ambos sexos	06 Cantabria	Total	2015T3	100
Ambos sexos	06 Cantabria	Total	2015T2	100
Ambos sexos	06 Cantabria	Total	2015T1	100
Ambos sexos	06 Cantabria	Total	2014T4	100
Ambos sexos	06 Cantabria	Total	2014T3	100
Ambos sexos	06 Cantabria	Total	2014T2	100
Ambos sexos	06 Cantabria	Total	2014T1	100
Ambos sexos	06 Cantabria	Analfabetos	2025T1	0,2
Ambos sexos	06 Cantabria	Analfabetos	2024T4	0,2
Ambos sexos	06 Cantabria	Analfabetos	2024T3	0,2
Ambos sexos	06 Cantabria	Analfabetos	2024T2	0,3
Ambos sexos	06 Cantabria	Analfabetos	2024T1	0,3
Ambos sexos	06 Cantabria	Analfabetos	2023T4	0,3
Ambos sexos	06 Cantabria	Analfabetos	2023T3	0,2
Ambos sexos	06 Cantabria	Analfabetos	2023T2	0,2
Ambos sexos	06 Cantabria	Analfabetos	2023T1	0,2
Ambos sexos	06 Cantabria	Analfabetos	2022T4	0,5
Ambos sexos	06 Cantabria	Analfabetos	2022T3	0,4
Ambos sexos	06 Cantabria	Analfabetos	2022T2	0,3
Ambos sexos	06 Cantabria	Analfabetos	2022T1	0,2
Ambos sexos	06 Cantabria	Analfabetos	2021T4	0,2
Ambos sexos	06 Cantabria	Analfabetos	2021T3	0,2
Ambos sexos	06 Cantabria	Analfabetos	2021T2	0,4
Ambos sexos	06 Cantabria	Analfabetos	2021T1	0,3
Ambos sexos	06 Cantabria	Analfabetos	2020T4	0,4
Ambos sexos	06 Cantabria	Analfabetos	2020T3	0,3
Ambos sexos	06 Cantabria	Analfabetos	2020T2	0,4
Ambos sexos	06 Cantabria	Analfabetos	2020T1	0,4
Ambos sexos	06 Cantabria	Analfabetos	2019T4	0,2
Ambos sexos	06 Cantabria	Analfabetos	2019T3	0,2
Ambos sexos	06 Cantabria	Analfabetos	2019T2	0,4
Ambos sexos	06 Cantabria	Analfabetos	2019T1	0,5
Ambos sexos	06 Cantabria	Analfabetos	2018T4	0,3
Ambos sexos	06 Cantabria	Analfabetos	2018T3	0,4
Ambos sexos	06 Cantabria	Analfabetos	2018T2	0,5
Ambos sexos	06 Cantabria	Analfabetos	2018T1	0,6
Ambos sexos	06 Cantabria	Analfabetos	2017T4	0,5
Ambos sexos	06 Cantabria	Analfabetos	2017T3	0,5
Ambos sexos	06 Cantabria	Analfabetos	2017T2	0,5
Ambos sexos	06 Cantabria	Analfabetos	2017T1	0,4
Ambos sexos	06 Cantabria	Analfabetos	2016T4	0,4
Ambos sexos	06 Cantabria	Analfabetos	2016T3	0,2
Ambos sexos	06 Cantabria	Analfabetos	2016T2	0,3
Ambos sexos	06 Cantabria	Analfabetos	2016T1	0,5
Ambos sexos	06 Cantabria	Analfabetos	2015T4	0,4
Ambos sexos	06 Cantabria	Analfabetos	2015T3	0,4
Ambos sexos	06 Cantabria	Analfabetos	2015T2	0,6
Ambos sexos	06 Cantabria	Analfabetos	2015T1	0,5
Ambos sexos	06 Cantabria	Analfabetos	2014T4	0,4
Ambos sexos	06 Cantabria	Analfabetos	2014T3	0,4
Ambos sexos	06 Cantabria	Analfabetos	2014T2	0,3
Ambos sexos	06 Cantabria	Analfabetos	2014T1	0,3
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2025T1	1,1
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2024T4	1
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2024T3	0,9
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2024T2	1
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2024T1	0,7
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2023T4	0,3
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2023T3	0,6
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2023T2	0,4
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2023T1	0,7
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2022T4	0,5
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2022T3	0,9
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2022T2	0,9
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2022T1	1
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2021T4	1,3
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2021T3	0,9
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2021T2	1
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2021T1	1,3
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2020T4	0,8
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2020T3	1,1
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2020T2	1
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2020T1	1,3
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2019T4	0,9
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2019T3	1,1
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2019T2	1,1
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2019T1	0,8
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2018T4	0,8
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2018T3	1,2
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2018T2	1,2
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2018T1	1,2
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2017T4	1,4
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2017T3	1,6
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2017T2	1,7
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2017T1	1,6
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2016T4	1,2
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2016T3	1,6
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2016T2	1,8
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2016T1	1,7
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2015T4	1,9
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2015T3	2,4
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2015T2	2,3
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2015T1	2,4
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2014T4	2,7
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2014T3	2,7
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2014T2	2,3
Ambos sexos	06 Cantabria	Estudios primarios incompletos	2014T1	2,5
Ambos sexos	06 Cantabria	Educación primaria	2025T1	5,7
Ambos sexos	06 Cantabria	Educación primaria	2024T4	5,6
Ambos sexos	06 Cantabria	Educación primaria	2024T3	5,6
Ambos sexos	06 Cantabria	Educación primaria	2024T2	6,7
Ambos sexos	06 Cantabria	Educación primaria	2024T1	6,6
Ambos sexos	06 Cantabria	Educación primaria	2023T4	7,4
Ambos sexos	06 Cantabria	Educación primaria	2023T3	7,9
Ambos sexos	06 Cantabria	Educación primaria	2023T2	8,2
Ambos sexos	06 Cantabria	Educación primaria	2023T1	8,7
Ambos sexos	06 Cantabria	Educación primaria	2022T4	9,3
Ambos sexos	06 Cantabria	Educación primaria	2022T3	8,6
Ambos sexos	06 Cantabria	Educación primaria	2022T2	8,4
Ambos sexos	06 Cantabria	Educación primaria	2022T1	8,8
Ambos sexos	06 Cantabria	Educación primaria	2021T4	9,2
Ambos sexos	06 Cantabria	Educación primaria	2021T3	9,7
Ambos sexos	06 Cantabria	Educación primaria	2021T2	9,9
Ambos sexos	06 Cantabria	Educación primaria	2021T1	10,1
Ambos sexos	06 Cantabria	Educación primaria	2020T4	10,1
Ambos sexos	06 Cantabria	Educación primaria	2020T3	10,9
Ambos sexos	06 Cantabria	Educación primaria	2020T2	10,6
Ambos sexos	06 Cantabria	Educación primaria	2020T1	11,3
Ambos sexos	06 Cantabria	Educación primaria	2019T4	12,6
Ambos sexos	06 Cantabria	Educación primaria	2019T3	12,8
Ambos sexos	06 Cantabria	Educación primaria	2019T2	13,3
Ambos sexos	06 Cantabria	Educación primaria	2019T1	14,2
Ambos sexos	06 Cantabria	Educación primaria	2018T4	15,1
Ambos sexos	06 Cantabria	Educación primaria	2018T3	14,5
Ambos sexos	06 Cantabria	Educación primaria	2018T2	14,4
Ambos sexos	06 Cantabria	Educación primaria	2018T1	15,1
Ambos sexos	06 Cantabria	Educación primaria	2017T4	14,8
Ambos sexos	06 Cantabria	Educación primaria	2017T3	14,9
Ambos sexos	06 Cantabria	Educación primaria	2017T2	14,1
Ambos sexos	06 Cantabria	Educación primaria	2017T1	14,6
Ambos sexos	06 Cantabria	Educación primaria	2016T4	15,3
Ambos sexos	06 Cantabria	Educación primaria	2016T3	15,3
Ambos sexos	06 Cantabria	Educación primaria	2016T2	16,1
Ambos sexos	06 Cantabria	Educación primaria	2016T1	15,3
Ambos sexos	06 Cantabria	Educación primaria	2015T4	15,6
Ambos sexos	06 Cantabria	Educación primaria	2015T3	15,9
Ambos sexos	06 Cantabria	Educación primaria	2015T2	15,6
Ambos sexos	06 Cantabria	Educación primaria	2015T1	16,3
Ambos sexos	06 Cantabria	Educación primaria	2014T4	15,8
Ambos sexos	06 Cantabria	Educación primaria	2014T3	17,1
Ambos sexos	06 Cantabria	Educación primaria	2014T2	18
Ambos sexos	06 Cantabria	Educación primaria	2014T1	17,4
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2025T1	31,6
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2024T4	31,9
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2024T3	30,6
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2024T2	30,4
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2024T1	30,1
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2023T4	28,5
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2023T3	27,6
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2023T2	29,7
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2023T1	30,3
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2022T4	30,2
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2022T3	30,8
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2022T2	31,8
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2022T1	33,1
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2021T4	32,1
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2021T3	30,9
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2021T2	31,4
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2021T1	30,5
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2020T4	30,4
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2020T3	29,3
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2020T2	31
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2020T1	31,7
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2019T4	29
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2019T3	28,5
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2019T2	28
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2019T1	28,1
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2018T4	26,2
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2018T3	26
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2018T2	26,6
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2018T1	27,6
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2017T4	27,3
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2017T3	26,6
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2017T2	28,3
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2017T1	29
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2016T4	28,7
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2016T3	28,3
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2016T2	27,7
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2016T1	30
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2015T4	29,2
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2015T3	29,1
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2015T2	29
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2015T1	27,8
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2014T4	28,2
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2014T3	26,5
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2014T2	25,6
Ambos sexos	06 Cantabria	Primera etapa de Educación Secundaria y similar	2014T1	25,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2025T1	14,8
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2024T4	13,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2024T3	14
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2024T2	14,2
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2024T1	12,8
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2023T4	13,3
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2023T3	13
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2023T2	13,8
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2023T1	13,3
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2022T4	13,2
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2022T3	13,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2022T2	13,8
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2022T1	12,5
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2021T4	12,1
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2021T3	12,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2021T2	11,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2021T1	12,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2020T4	12,8
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2020T3	12,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2020T2	12,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2020T1	12,5
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2019T4	13,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2019T3	14,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2019T2	15
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2019T1	14,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2018T4	15,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2018T3	14,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2018T2	15,2
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2018T1	13,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2017T4	12,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2017T3	13,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2017T2	13,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2017T1	12,2
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2016T4	12,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2016T3	13,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2016T2	13,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2016T1	12,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2015T4	13
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2015T3	12,8
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2015T2	13,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2015T1	13,2
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2014T4	14
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2014T3	14,1
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2014T2	13,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria, con orientación general	2014T1	13,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T1	10,1
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T4	10,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T3	10,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T2	10,5
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T1	11,1
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T4	10,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T3	10,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T2	9,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T1	10,3
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T4	10,3
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T3	9,8
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T2	9,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T1	11,3
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T4	11,1
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T3	11,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T2	11,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T1	11,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T4	11,2
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T3	10,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T2	11,3
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T1	10,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T4	10,5
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T3	10,5
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T2	10,1
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T1	10,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T4	10,5
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T3	10,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T2	10,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T1	11
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T4	11,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T3	10,5
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T2	10,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T1	10,5
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T4	10,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T3	9,8
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T2	9,9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T1	9,3
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T4	9,2
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T3	9,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T2	9,4
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T1	9,6
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T4	9
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T3	9,7
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T2	9,8
Ambos sexos	06 Cantabria	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T1	10,9
Ambos sexos	06 Cantabria	Educación superior	2025T1	36,5
Ambos sexos	06 Cantabria	Educación superior	2024T4	37,5
Ambos sexos	06 Cantabria	Educación superior	2024T3	38
Ambos sexos	06 Cantabria	Educación superior	2024T2	36,9
Ambos sexos	06 Cantabria	Educación superior	2024T1	38,4
Ambos sexos	06 Cantabria	Educación superior	2023T4	39,3
Ambos sexos	06 Cantabria	Educación superior	2023T3	40,4
Ambos sexos	06 Cantabria	Educación superior	2023T2	37,7
Ambos sexos	06 Cantabria	Educación superior	2023T1	36,5
Ambos sexos	06 Cantabria	Educación superior	2022T4	36,1
Ambos sexos	06 Cantabria	Educación superior	2022T3	36,2
Ambos sexos	06 Cantabria	Educación superior	2022T2	34,8
Ambos sexos	06 Cantabria	Educación superior	2022T1	33,1
Ambos sexos	06 Cantabria	Educación superior	2021T4	34
Ambos sexos	06 Cantabria	Educación superior	2021T3	34,2
Ambos sexos	06 Cantabria	Educación superior	2021T2	33,7
Ambos sexos	06 Cantabria	Educación superior	2021T1	33,8
Ambos sexos	06 Cantabria	Educación superior	2020T4	34,2
Ambos sexos	06 Cantabria	Educación superior	2020T3	34,9
Ambos sexos	06 Cantabria	Educación superior	2020T2	32,9
Ambos sexos	06 Cantabria	Educación superior	2020T1	32,2
Ambos sexos	06 Cantabria	Educación superior	2019T4	32,9
Ambos sexos	06 Cantabria	Educación superior	2019T3	32,5
Ambos sexos	06 Cantabria	Educación superior	2019T2	32
Ambos sexos	06 Cantabria	Educación superior	2019T1	31,5
Ambos sexos	06 Cantabria	Educación superior	2018T4	31,5
Ambos sexos	06 Cantabria	Educación superior	2018T3	32,5
Ambos sexos	06 Cantabria	Educación superior	2018T2	31,4
